Event	ID	Name			Wwise Object Path	Notes
	133070716	launcher_load			\Default Work Unit\2D\player\weapon\launcher\launcher_reload\launcher_load	
	166625877	launcher_lock			\Default Work Unit\2D\player\weapon\launcher\launcher_reload\launcher_lock	
	838803493	assault_rifle_fire_loop			\Default Work Unit\2D\player\weapon\assault_rifle\assault_rifle_fire_loop	
	943549884	weapon_equip			\Default Work Unit\2D\player\weapon\weapon_foley\weapon_equip	
	1010747703	assault_rifle_reload			\Default Work Unit\2D\player\weapon\assault_rifle\assault_rifle_reload	
	1128978829	ambience_hall			\Default Work Unit\2D\AMB\ambience_hall	
	1148345285	launcher_projectile			\Default Work Unit\3D\weapon\launcher\launcher_projectile	
	1384741713	assault_rifle_out_of_ammo			\Default Work Unit\2D\player\weapon\assault_rifle\assault_rifle_out_of_ammo	
	1563725988	launcher_fire			\Default Work Unit\2D\player\weapon\launcher\launcher_fire	
	1682879582	footsteps_foley			\Default Work Unit\2D\player\foley\footsteps_foley	
	1703509678	launcher_impact			\Default Work Unit\3D\weapon\launcher\impact\launcher_impact	
	2385628198	footsteps			\Default Work Unit\3D\footsteps\footsteps	
	2803265243	out_of_ammo_warning			\Default Work Unit\2D\player\weapon\assault_rifle\out_of_ammo_warning	
	3015445330	footsteps_landing_foley			\Default Work Unit\2D\player\foley\footsteps_landing_foley	
	3212347026	footsteps_landing			\Default Work Unit\3D\footsteps\footsteps_landing	
	3503616900	assault_rifle_impact_concrete			\Default Work Unit\3D\weapon\assault_rifle\impact\assault_rifle_impact_concrete	
	3731941266	health_pickup			\Default Work Unit\3D\pickups\health_pickup	
	3785878977	jump_foley			\Default Work Unit\2D\player\foley\jump_foley	
	3954294831	launcher_insert			\Default Work Unit\2D\player\weapon\launcher\launcher_reload\launcher_insert	
	3974943475	ambience_stone			\Default Work Unit\2D\AMB\ambience_stone	
	4038751939	weapon_aim			\Default Work Unit\2D\player\weapon\weapon_foley\weapon_aim	
	4231288869	assault_rifle_fire_tail			\Default Work Unit\2D\player\weapon\assault_rifle\assault_rifle_fire_tail	
	4253579710	ammo_pickup			\Default Work Unit\3D\pickups\ammo_pickup	

Switch Group	ID	Name			Wwise Object Path	Notes
	1162743606	footsteps_surface			\Default Work Unit\footsteps\footsteps_surface	

Switch	ID	Name	Switch Group			Notes
	841620460	Concrete	footsteps_surface			
	2058049674	Wood	footsteps_surface			
	2195636714	Dirt	footsteps_surface			
	2449969375	Glass	footsteps_surface			
	2473969246	Metal	footsteps_surface			
	2654748154	Water	footsteps_surface			
	4248645337	Grass	footsteps_surface			

State Group	ID	Name			Wwise Object Path	Notes
	1622844561	amb_state			\Default Work Unit\amb_state	

State	ID	Name	State Group			Notes
	748895195	None	amb_state			
	1111537851	stone_inside	amb_state			
	3271994640	stone_outside	amb_state			

Custom State	ID	Name	State Group	Owner		Notes
	774953169	stone_outside	amb_state	\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\AMB\ambience_stone		

Game Parameter	ID	Name			Wwise Object Path	Notes
	1297966937	RTPC_out_of_ammo_warning			\Default Work Unit\RTPC\RTPC_out_of_ammo_warning	
	2709209934	RTPC_ammo_HPF			\Default Work Unit\RTPC\RTPC_ammo_HPF	
	4289128226	RTPC_ammo_Pitch			\Default Work Unit\RTPC\RTPC_ammo_Pitch	

Audio Bus	ID	Name			Wwise Object Path	Notes
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	2477241980	hall_close_reverb			\Default Work Unit\Master Audio Bus\hall_close_reverb	
	4162753235	hall_reverb			\Default Work Unit\Master Audio Bus\hall_reverb	

Effect plug-ins	ID	Name	Type				Notes
	485953937	pulse_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\pulse_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\fire\pulse\pulse_1		305808
	486010214	ricochet_5	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\ricochet_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\ricochet\ricochet_5		61656
	491024929	jump_foley_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\jump_foley_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\jump_foley\jump_foley\jump_foley_2		220564
	493597270	cement_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cement_3_627E81AF.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\cement\cement_3		75088
	494868748	reload_insert_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\reload_insert_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\reload\insert\reload_insert_1		304064
	496430539	reload_insert_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\reload_insert_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\reload\insert\reload_insert_3		304064
	505431248	servo_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\servo_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\servo\servo_2		147064
	507528725	energy_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\energy_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\fire\energy\energy_1		314996
	510142437	weapon_equip_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\weapon_equip_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\foley\weapon_equip\equip\weapon_equip_3		147064
	513337803	plasma_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\plasma_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\impact\launcher\plasma\plasma_4		191132
	525388586	energy_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\energy_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\fire\energy\energy_2		301040
	529465192	reload_mechanical_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\reload_mechanical_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\reload\mechanical\reload_mechanical_3		304064
	531596262	plasma_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\plasma_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\impact\launcher\plasma\plasma_1		220064
	533352396	weapon_aim_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\weapon_aim_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\foley\weapon_aim\weapon_aim_2		220564
	555596682	fire_single_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\fire_single_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\fire\fire_single\fire_single_4		43140
	579901832	footsteps_landing_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\footsteps_landing_1_B86CDE61.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footstep_landing_foley\landing_foley\footsteps_landing_1		124132
	590105002	servo_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\servo_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\servo\servo_1		147064
	594898500	ricochet_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\ricochet_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\ricochet\ricochet_3		54256
	605644934	cement_6	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cement_6_0655716E.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\cement\cement_6		87518
	611240225	explosion_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\explosion_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\impact\launcher\explosion\explosion_1		200910
	615290730	cement_7	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cement_7_7D29E351.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\cement\cement_7		128412
	616110118	fire_shot_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\fire_shot_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\fire\fire_shot\fire_shot_3		629896
	625726228	click_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\click_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo\click\click_1		320064
	628289351	boom_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\boom_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\impact\launcher\boom\boom_4		367564
	637915706	metal_impact_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\metal_impact_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\metal_impact\metal_impact_4		147064
	638590618	projectile_loop	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\projectile_loop_1_05BB6343.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\launcher_projectile\projectile_loop		1982078
	645468135	launcher_load_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\launcher_lock_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\reload\launcher_load\launcher_load_2		147076
	652960067	cloth_movement_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cloth_movement_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\cloth_movement\cloth_movement_2		147064
	661584369	lunaching_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\lunaching_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\launcher_projectile\projectile\lunaching_1		295510
	662842201	weapon_equip_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\weapon_equip_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\foley\weapon_equip\equip\weapon_equip_4		147064
	671085990	footsteps_landing_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\footsteps_landing_4_803D3743.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footstep_landing_foley\landing_foley\footsteps_landing_4		124132
	678872241	mechanical_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\mechanical_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo\mechanical\mechanical_4		77272
	691659575	jump_foley_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\jump_foley_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\jump_foley\jump_foley\jump_foley_4		220564
	693775138	hall_high_loop	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\hall_high_loop_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\AMB\ambience_hall\hall_high_loop		3551388
	697008406	hall_low_loop	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\hall_low_loop_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\AMB\ambience_hall\hall_low_loop		3551388
	697316785	jump_whoosh_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\jump_whoosh_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\jump_foley\jump_whoosh\jump_whoosh_2		220564
	709740865	metal_impact_6	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\metal_impact_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\metal_impact\metal_impact_6		147064
	712633453	click_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\click_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo\click\click_3		320064
	715091538	rock_slide_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\rock_slide_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\AMB\ambience_hall\rock_slide\rock_slide_2		220564
	727635254	jump_foley_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\jump_foley_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\jump_foley\jump_foley\jump_foley_1		220564
	742666864	launch_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\launch_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\fire\launch\launch_4		319040
	743354021	servo_5	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\servo_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\servo\servo_5		147064
	744918593	weapon_aim_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\weapon_aim_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\foley\weapon_aim\weapon_aim_4		220564
	746301647	landing_boom_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\landing_boom_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footstep_landing_foley\landing_boom\landing_boom_2		147064
	747773939	cement_8	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cement_8_8F1F7220.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\cement\cement_8		59438
	758635576	lunaching_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\lunaching_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\launcher_projectile\projectile\lunaching_4		267444
	760955078	explosion_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\explosion_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\impact\launcher\explosion\explosion_2		186176
	779176612	weapon_equip_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\weapon_equip_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\foley\weapon_equip\equip\weapon_equip_1		147064
	790845157	fire_tail_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\fire_tail_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\fire\fire_tail\fire_tail_2		201912
	808642248	weapon_equip_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\weapon_equip_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\foley\weapon_equip\equip\weapon_equip_2		147064
	814382688	air_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\air_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\pickups\health_pickup\air\air_3		220564
	815359012	ammo_pickup_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\ammo_pickup_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\pickups\ammo_pickup\ammo_pickup_3		147064
	815973839	metal_impact_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\metal_impact_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\metal_impact\metal_impact_2		147064
	865124433	rock_slide_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\rock_slide_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\AMB\ambience_hall\rock_slide\rock_slide_4		220564
	872059761	launcher_insert_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\launcher_insert_3_6ABD0FE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\reload\launcher_insert\launcher_insert_3		282304
	873097695	jump_foley_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\jump_foley_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\jump_foley\jump_foley\jump_foley_3		220564
	876936172	insert_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\insert_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\pickups\health_pickup\insert\insert_1		220564
	880232726	cloth_movement_5	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cloth_movement_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\cloth_movement\cloth_movement_5		147064
	887230976	cloth_movement_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cloth_movement_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\cloth_movement\cloth_movement_4		147064
	892984190	energy_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\energy_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\fire\energy\energy_3		236584
	896914934	launcher_insert_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\launcher_insert_1_9485E791.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\reload\launcher_insert\launcher_insert_1		282304
	911391700	fire_tail_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\fire_tail_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\fire\fire_tail\fire_tail_3		258288
	923532896	weapon_aim_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\weapon_aim_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\foley\weapon_aim\weapon_aim_1		220564
	924240257	jump_whoosh_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\jump_whoosh_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\jump_foley\jump_whoosh\jump_whoosh_1		220564
	927620530	launch_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\launch_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\fire\launch\launch_3		315488
	938063428	ammo_pickup_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\ammo_pickup_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\pickups\ammo_pickup\ammo_pickup_2		147064
	943178889	footsteps_landing_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\footsteps_landing_3_CA14F84F.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footstep_landing_foley\landing_foley\footsteps_landing_3		124132
	943632513	launcher_lock_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\lock_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\reload\launcher_lock\launcher_lock_2		588064
	948098748	ricochet_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\ricochet_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\ricochet\ricochet_1		68352
	954924757	cement_5	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cement_5_D5026C60.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\cement\cement_5		68628
	960853343	launcher_insert_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\launcher_insert_4_6ABD0FE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\reload\launcher_insert\launcher_insert_4		282304
	967127523	metal_impact_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\metal_impact_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\metal_impact\metal_impact_1		147064
	974242601	fire_single_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\fire_single_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\fire\fire_single\fire_single_2		58572
	975912798	lunaching_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\lunaching_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\launcher_projectile\projectile\lunaching_2		297704
	980584181	launcher_lock_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\lock_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\reload\launcher_lock\launcher_lock_1		588064
	983338226	cloth_movement_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cloth_movement_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\cloth_movement\cloth_movement_1		147064
	986071888	launcher_insert_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\launcher_insert_2_F0AF28D7.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\reload\launcher_insert\launcher_insert_2		349328
	988198231	fire_single_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\fire_single_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\fire\fire_single\fire_single_3		45256
	988305540	deny_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\deny_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo\deny\deny_4		320064
	995336873	rock_slide_5	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\rock_slide_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\AMB\ambience_hall\rock_slide\rock_slide_5		220564
	996729341	metal_impact_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\metal_impact_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\metal_impact\metal_impact_3		147064
	1003877705	reload_mechanical_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\reload_mechanical_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\reload\mechanical\reload_mechanical_1		304064
	1015892807	air_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\air_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\pickups\health_pickup\air\air_1		220564
	1025201768	jump_whoosh_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\jump_whoosh_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\jump_foley\jump_whoosh\jump_whoosh_3		220564
	1035534395	fire_single_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\fire_single_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\fire\fire_single\fire_single_1		56080
	1047413517	single	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\out_of_ammo_warning_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo_warning\single		74640
	1054495462	cement_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cement_1_DE3AB924.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\cement\cement_1		39292
